0	0	0	0
1	0	1	200
2	0	200	1
3	0	3	198
4	0	198	3
5	0	5	196
6	0	196	5
7	0	7	194
8	0	194	7
9	0	9	192
10	0	192	9
11	0	11	190
12	0	190	11
13	0	13	188
14	0	188	13
15	0	15	186
16	0	186	15
17	0	17	184
18	0	184	17
19	0	19	182
20	0	182	19
21	0	21	180
22	0	180	21
23	0	23	178
24	0	178	23
25	0	25	176
26	0	176	25
27	0	27	174
28	0	174	27
29	0	29	172
30	0	172	29
31	0	31	170
32	0	170	31
33	0	33	168
34	0	168	33
35	0	35	166
36	0	166	35
37	0	37	164
38	0	164	37
39	0	39	162
40	0	162	39
41	0	41	160
42	0	160	41
43	0	43	158
44	0	158	43
45	0	45	156
46	0	156	45
47	0	47	154
48	0	154	47
49	0	49	152
50	0	152	49
51	0	51	150
52	0	150	51
53	0	53	148
54	0	148	53
55	0	55	146
56	0	146	55
57	0	57	144
58	0	144	57
59	0	59	142
60	0	142	59
61	0	61	140
62	0	140	61
63	0	63	138
64	0	138	63
65	0	65	136
66	0	136	65
67	0	67	134
68	0	134	67
69	0	69	132
70	0	132	69
71	0	71	130
72	0	130	71
73	0	73	128
74	0	128	73
75	0	75	126
76	0	126	75
77	0	77	124
78	0	124	77
79	0	79	122
80	0	122	79
81	0	81	120
82	0	120	81
83	0	83	118
84	0	118	83
85	0	85	116
86	0	116	85
87	0	87	114
88	0	114	87
89	0	89	112
90	0	112	89
91	0	91	110
92	0	110	91
93	0	93	108
94	0	108	93
95	0	95	106
96	0	106	95
97	0	97	104
98	0	104	97
99	0	99	102
100	0	102	99
101	0	101	100
102	0	100	101
103	0	103	98
104	0	98	103
105	0	105	96
106	0	96	105
107	0	107	94
108	0	94	107
109	0	109	92
110	0	92	109
111	0	111	90
112	0	90	111
113	0	113	88
114	0	88	113
115	0	115	86
116	0	86	115
117	0	117	84
118	0	84	117
119	0	119	82
120	0	82	119
121	0	121	80
122	0	80	121
123	0	123	78
124	0	78	123
125	0	125	76
126	0	76	125
127	0	127	74
128	0	74	127
129	0	129	72
130	0	72	129
131	0	131	70
132	0	70	131
133	0	133	68
134	0	68	133
135	0	135	66
136	0	66	135
137	0	137	64
138	0	64	137
139	0	139	62
140	0	62	139
141	0	141	60
142	0	60	141
143	0	143	58
144	0	58	143
145	0	145	56
146	0	56	145
147	0	147	54
148	0	54	147
149	0	149	52
150	0	52	149
151	0	151	50
152	0	50	151
153	0	153	48
154	0	48	153
155	0	155	46
156	0	46	155
157	0	157	44
158	0	44	157
159	0	159	42
160	0	42	159
161	0	161	40
162	0	40	161
163	0	163	38
164	0	38	163
165	0	165	36
166	0	36	165
167	0	167	34
168	0	34	167
169	0	169	32
170	0	32	169
171	0	171	30
172	0	30	171
173	0	173	28
174	0	28	173
175	0	175	26
176	0	26	175
177	0	177	24
178	0	24	177
179	0	179	22
180	0	22	179
181	0	181	20
182	0	20	181
183	0	183	18
184	0	18	183
185	0	185	16
186	0	16	185
187	0	187	14
188	0	14	187
189	0	189	12
190	0	12	189
191	0	191	10
192	0	10	191
193	0	193	8
194	0	8	193
195	0	195	6
196	0	6	195
197	0	197	4
198	0	4	197
199	0	199	2
200	0	2	199
